arquivo,estilo_real,estilo_llm,justificativa,elementos
carimbo_Dança da Maré.mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com forte presença de percussão (incluindo o curimbó e o maracá, mencionados nas letras), guitarra elétrica com riffs vibrantes e uma melodia vocal que evoca celebração. A sonoridade, a menção de instrumentos típicos e a atmosfera festiva são características marcantes do carimbó, gênero musical paraense.","Guitarra elétrica com timbre vibrante e ritmo sincopado, Baixo elétrico com linha melódica e rítmica marcante, Percussão energética (curimbó, maracá e bateria com batida dançante), Vocal masculino principal e coros que remetem a um chamado ou celebração, Ritmo acelerado e alegre, típico de dança"
carimbo_Dança da Floresta (1).mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com uma percussão marcante, incluindo um surdo e chocalho, e a presença proeminente do acordeão. As letras mencionam explicitamente o 'Carimbó' em diversos momentos, solidificando a identificação com este gênero musical tradicional e festivo do Pará, Brasil.","acordeão, percussão (surdo, chocalho), guitarra/violão, baixo elétrico, vocal masculino"
carimbo_Dança da Chama.mp3,carimbo,axé,"A música apresenta um ritmo contagiante e dançante, com forte presença de guitarra elétrica e uma percussão vibrante, características marcantes do axé. A letra, que convida à dança e celebra a energia (""vem pra roda, vem pra chama""), reforça a atmosfera festiva e elétrica típica do gênero baiano.","baixo marcante e rítmico, guitarra elétrica com riffs e base rítmica, bateria com batida constante e animada, percussão brasileira (incluindo tambor/tamborim), vocal feminino enérgico, ritmo sincopado e propício à dança"
carimbo_Dança da Maré (3).mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com forte presença de percussão, incluindo o curimbó e a maraca, além de instrumentos de sopro como flauta e saxofone. A sonoridade remete diretamente às raízes do Carimbó, um estilo musical e de dança tradicional da região Norte do Brasil, especialmente do Pará. A letra também faz menção explícita ao 'curimbó' e 'maraca', solidificando a identificação do gênero.","percussão vibrante (curimbó, maraca, chocalhos), flauta e saxofone proeminentes, baixo e violão com linha rítmica marcada, vocal feminino melódico, ritmo alegre e dançante, característico da Amazônia"
carimbo_Dança da Morena.mp3,carimbo,carimbo,"A música apresenta um ritmo animado e contagiante, com percussão marcante que remete diretamente ao carimbó, um estilo musical e de dança originário do Pará. A letra também faz uma referência explícita ao 'Curimbó', instrumento central do gênero. A melodia e a instrumentação contribuem para uma atmosfera festiva e dançante, características do carimbó.","voz masculina, violão, percussão (curimbó, maracás, caixa), baixo, flauta/instrumento de sopro melódico, teclado/synth pad (fundo)"
rock_Ruído Na Cabeça.mp3,rock,rock,"A música apresenta guitarras elétricas distorcidas com riffs marcantes, bateria com um ritmo forte e constante, e vocais masculinos enérgicos e potentes, características predominantes do gênero rock.","guitarra elétrica distorcida, bateria potente, baixo, vocais masculinos enérgicos"
rock_Grito da Escuridão (1).mp3,rock,rock,"A música apresenta riffs de guitarra pesados e distorcidos, bateria com batidas rápidas e uso de bumbo duplo, baixo marcante e vocais masculinos agressivos (guturais), características predominantes do heavy metal, um subgênero do rock.","guitarra elétrica (com distorção), baixo elétrico, bateria (com bumbo duplo), vocais guturais masculinos"
rock_Eterna Noite de Sangue.mp3,rock,rock,"A música apresenta guitarras elétricas distorcidas, bateria rápida e agressiva com uso de bumbo duplo, e vocais guturais/gritados. Esses elementos são característicos do heavy metal, um subgênero do rock, que é a categoria mais adequada entre as opções fornecidas.","guitarras elétricas com distorção pesada, bateria com batidas rápidas e bumbo duplo, vocais guturais/gritados (harsh vocals), ritmo acelerado e agressivo, baixo potente e marcante"
rock_Metamorfose Silenciosa (1).mp3,rock,rock,"A música apresenta uma instrumentação clássica de rock, com guitarras elétricas e acústicas em destaque, baixo e bateria. O ritmo constante, a melodia introspectiva e o vocal masculino com timbre melancólico se alinham perfeitamente com subgêneros do rock, como o rock alternativo ou indie rock, diferenciando-se claramente dos outros estilos brasileiros e clássico listados.","guitarra acústica, guitarra elétrica, baixo, bateria, vocal masculino, melodia introspectiva, ritmo constante"
carimbo_Dançando na Areia (2).mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com a sanfona/acordeon em destaque, acompanhada por percussão marcante e um baixo pulsante. A melodia e a instrumentação são características do Carimbó, um gênero musical e de dança tradicional da região amazônica do Brasil, especialmente do Pará. A letra menciona explicitamente 'o Carimbó chama' e 'dançando na areia', reforçando a identificação com o estilo.","sanfona/acordeon, percussão (tambores, chocalhos), baixo, voz feminina"
rock_Paixão em Ruínas.mp3,rock,rock,"A música apresenta guitarras elétricas distorcidas, uma bateria com ritmo marcante e enérgico, e um baixo presente, criando uma sonoridade poderosa e característica do rock. O vocal expressivo e a estrutura da canção também reforçam a identificação com o gênero.","guitarra elétrica distorcida, bateria com ritmo forte, baixo marcante, vocal masculino"
rock_Saudade Queima.mp3,rock,rock,"A música apresenta elementos clássicos do rock, como guitarras elétricas distorcidas com riffs e solos marcantes, uma bateria com batida forte e impulsionadora, e vocais masculinos potentes e carregados de emoção. A progressão da música, com seções mais calmas e explosões no refrão, é característica do gênero.","guitarra elétrica, bateria com ritmo forte, baixo, vocal masculino potente e melódico, guitarra acústica na introdução e partes mais suaves"
rock_Labirinto da Mente (2).mp3,rock,rock,"A música apresenta uma base de violão e guitarra elétrica, com bateria e baixo, e um vocal masculino melódico. A sonoridade remete a um rock mais introspectivo e melancólico, com elementos de rock alternativo ou pop-rock contemporâneo, distanciando-se de outros gêneros brasileiros.","violão, guitarra elétrica, baixo, bateria, vocal masculino"
rock_Inferno Tropical (1).mp3,rock,rock,"A música apresenta guitarras elétricas com distorção pesada, bateria com batidas contundentes e ocasionais ""double bass"", baixo proeminente e vocais que alternam entre agressivos (gritados/guturais) e melódicos, criando uma atmosfera intensa e poderosa. Essas características são marcantes do gênero rock, especialmente de subgêneros do metal.","guitarras elétricas distorcidas, bateria pesada com bumbo duplo ocasional, baixo proeminente, vocais gritados e limpos (guturais), riffs de guitarra agressivos, ritmo acelerado"
carimbo_Dança da Floresta.mp3,carimbo,carimbo,"A música é claramente um carimbó, um gênero musical e de dança originário do Pará. A letra da canção menciona explicitamente 'Carimbó' e instrumentos típicos como o 'curimbó' e o 'pandeiro', além de 'maracas'. A instrumentação inclui violão, acordeon e percussão marcante, e o ritmo é alegre e dançante, características fortes do estilo.","Acordeon/Sanfona, Violão, Percussão (maracas, tambores, pandeiro), Vocais masculinos, Ritmo animado e dançante, Melodia folclórica brasileira"
carimbo_Dançando na Areia (1).mp3,carimbo,carimbo,"A música apresenta um ritmo percussivo marcante, com tambores e outros elementos que remetem diretamente ao Carimbó. A melodia alegre e dançante, o violão e a presença de um acordeon (ou instrumento similar) reforçam as características desse estilo paraense. A letra ainda faz menção explícita ao 'carimbó', confirmando a identificação.","violão acústico, percussão com tambores e chocalhos, voz feminina melódica, baixo rítmico, acordeon/sanfona"
carimbo_Dança do Sol e da Areia (1).mp3,carimbo,carimbo,"A música apresenta uma estrutura rítmica envolvente e dançante, impulsionada por uma rica seção percussiva (incluindo bateria, pandeiro, surdo e shakers), complementada por violão acústico, baixo e uma melodia de flauta. A atmosfera festiva e terrosa, aliada à menção explícita do ""Curimbó"" e de ancestrais na letra, sugere fortemente uma interpretação contemporânea do estilo Carimbó, originário da região amazônica, mesmo com a presença de outras influências rítmicas brasileiras.","violão acústico, percussão variada (bateria, pandeiro, surdo, shakers), flauta melódica, baixo elétrico, vocal feminino principal, backing vocals, ritmo dançante e percussivo"
carimbo_Dança do Sol.mp3,carimbo,carimbo,"A música apresenta uma percussão marcante e ritmo contagiante, com destaque para a menção explícita ao 'Curimbó' na letra, um tambor e dança típicos da região Norte do Brasil, especialmente do Pará. A melodia e a instrumentação refletem a energia e a sonoridade característica do carimbó.","percussão vibrante (incluindo sons de chocalho e tambores), baixo rítmico, guitarra com levada marcante, vocal principal e backing vocals, instrumento melódico com sonoridade popular/regional (possivelmente sanfona ou similar), ritmo alegre e dançante, com forte síncope"
sertanejo_Saudade que Abraça (1).mp3,sertanejo,sertanejo,"A música apresenta um arranjo acústico com violão principal, bateria suave, baixo e vocal masculino com um tom romântico e melancólico. A presença da gaita (harmônica) e a temática de 'saudade' são elementos marcantes do gênero sertanejo, especialmente o romântico.","violão acústico, bateria suave, baixo, vocal masculino, gaita (harmônica)"
rock_mEternal Collapse.mp3,rock,rock,"A música apresenta guitarras com alta distorção e riffs pesados, bateria com bumbo duplo e um ritmo acelerado, além de vocais guturais e agressivos. A sonoridade é intensa e poderosa, características marcantes do Heavy Metal, que se enquadra dentro do gênero mais amplo do rock.","guitarras elétricas com distorção pesada, bateria com bumbo duplo e ritmo acelerado, vocais guturais/gritados, riffs de guitarra agressivos, baixo proeminente, atmosfera sombria e enérgica"
carimbo_Dançando no Teu Olhar (1).mp3,carimbo,axé,"A música apresenta um ritmo acelerado e dançante, impulsionado por uma percussão marcante com batucada intensa e shakers. O baixo pulsante e os teclados com sonoridade que remete a metais contribuem para uma atmosfera festiva e enérgica, típica do Axé, especialmente a associada aos carnavais da Bahia.","Batucada intensa, Ritmo sincopado e acelerado, Baixo pulsante, Teclados com sonoridade de metais, Vocais animados e fortes, Percussão com shakers"
carimbo_Dança do Vento (1).mp3,carimbo,carimbo,"A música apresenta um ritmo contagiante e dançante, com forte presença de acordeão, saxofone e flauta, que executam melodias alegres e características da música regional brasileira. A percussão é marcante e sincopada, e a letra faz menção explícita ao 'curimbó' e ao 'carimbó', confirmando o estilo típico do Norte do Brasil.","acordeão (sanfona), saxofone, flauta, percussão com ritmo marcante e sincopado (incluindo o que parece ser um curimbó), baixo rítmico, instrumento de cordas (provavelmente cavaquinho ou violão rítmico), vocal masculino com estilo regional"
carimbo_Dança na Areia.mp3,carimbo,carimbo,"A música apresenta uma instrumentação característica com percussão (maraca, caixixi, pandeiro, reco-reco), acordeon, cavaquinho, violão e saxofone, criando um ritmo vibrante e dançante. As letras mencionam explicitamente o 'carimbó', além de evocar a atmosfera festiva e a dança típica da areia, elementos centrais deste gênero tradicional do Pará.","percussão (maraca, caixixi, pandeiro, reco-reco), acordeon, cavaquinho, violão, saxofone, vocal masculino, ritmo dançante e festivo"
samba2_Na Roda com os Amigos.mp3,samba2,pagode,"A música apresenta uma sonoridade vibrante e contagiante, com destaque para instrumentos como cavaquinho, pandeiro, tan-tan e repique, que são pilares do pagode. O ritmo sincopado e a 'vibe' de celebração e união, com coros e letras que remetem a uma 'roda de samba/pagode', são características marcantes do gênero. A letra explícita sobre 'Na roda com os amigos eu vou ficar' e 'Roda de samba é terapia' corrobora a identificação com o pagode, um subgênero do samba popularizado por esses encontros.","cavaquinho, pandeiro, tan-tan, repique, vocal masculino principal, backing vocals, ritmo sincopado, coros"
rock_Inferno Tropical.mp3,rock,rock,"A música apresenta guitarras elétricas fortemente distorcidas, bateria rápida e potente com uso de bumbo duplo, baixo marcante e vocais agressivos (shouting/screaming), características marcantes do gênero rock, especialmente de suas vertentes mais pesadas.","guitarras elétricas distorcidas, bateria com bumbo duplo, baixo pulsante, vocais guturais/agressivos, riffs pesados, ritmo rápido e energético"
rock_oljos.mp3,rock,rock,"A música apresenta guitarras elétricas distorcidas, bateria marcante e uma linha de baixo proeminente, juntamente com vocais masculinos potentes e melódicos, característicos do gênero rock. O ritmo acelerado e a 'vibe' energética e por vezes agressiva reforçam essa identificação.","guitarra elétrica distorcida, bateria com batida forte, baixo proeminente, vocal masculino potente, riffs de guitarra"
carimbo_Dançando no Teu Olhar.mp3,carimbo,pagode,"A música apresenta um ritmo contagiante e sincopado, impulsionado por uma seção de percussão rica e variada (pandeiro, surdo, repinique, tamborim), e o cavaquinho em destaque, características centrais do pagode. A melodia vocal e a 'vibe' de celebração e 'roda' são inconfundíveis com o gênero.","cavaquinho, pandeiro, surdo, repinique, tamborim, caixa, reco-reco, baixo, bateria, voz masculina, flauta"
mpb_Cidade Correria (1).mp3,mpb,mpb,"A música apresenta uma sonoridade característica da MPB, com arranjos de violão sofisticados, uma linha de baixo marcante e bateria com levada suave e rítmica. A voz feminina explora melodias complexas, e a letra reflete temas urbanos e cotidianos, típicos do gênero, misturando influências de samba e bossa nova com um toque contemporâneo.","violão com arranjos melódicos e rítmicos, baixo elétrico com linha de condução envolvente, bateria com levada de bossa nova/samba, vocal feminino suave e expressivo, harmonia rica e complexa, ritmo sincopado e dançante"
samba_2Sorriso de Boteco.mp3,samba,pagode,"A música apresenta claramente elementos do pagode, como a presença marcante do cavaquinho, pandeiro e tan-tan, um ritmo sincopado e alegre, e letras que remetem à celebração, amizade e ambiente de bar (boteco), características centrais deste estilo.","cavaquinho, pandeiro, tan-tan, violão, baixo, bateria, ritmo sincopado, vocal alegre e melódico, coro"
mpb_Cidade Correria (2).mp3,mpb,mpb,"A música apresenta uma melodia suave com forte presença de violão acústico, um ritmo cadenciado e vocal feminino claro. A instrumentação inclui baixo, bateria e sutis elementos de sopro e teclado, criando uma atmosfera que mescla o pop urbano com influências de jazz e samba, características marcantes da MPB. A vibe é contemporânea e reflexiva, alinhando-se à diversidade e sofisticação do gênero.","voz feminina, violão acústico, baixo elétrico, bateria, sopros, teclado"
carimbo_dança.mp3,carimbo,carimbo,"A música apresenta um ritmo alegre e dançante, com forte presença de violão acústico e percussão marcante. A sonoridade remete claramente às tradições musicais do Norte do Brasil, e a letra faz menção explícita ao 'carimbó', solidificando a escolha.","violão acústico, percussão (chocalho, tambor), baixo elétrico, vocal feminino"
carimbo_Festa na Areia.mp3,carimbo,axé,"A música apresenta uma percussão marcante e contagiante, com um ritmo acelerado e dançante que remete imediatamente ao clima de festa e carnaval. A linha de baixo é proeminente e a vocalista feminina entrega uma performance animada, com um coro que incentiva a celebração, características intrínsecas ao estilo axé.","percussão brasileira proeminente (com destaque para batidas de caixa e tambores graves), ritmo acelerado e sincopado, linha de baixo marcante e rítmica, guitarra com levada rítmica constante, vocal feminino alegre e forte, coro com padrão de chamada e resposta, atmosfera de festa e celebração"
rock_Sombras Eternas (3).mp3,rock,rock,"A música apresenta guitarras elétricas fortemente distorcidas, bateria com bumbo duplo em ritmo acelerado, vocais masculinos agressivos (guturais e gritos) e uma estrutura sonora intensa e pesada, características marcantes do rock, especificamente do heavy metal.","Guitarras elétricas com distorção pesada, Bateria com bumbo duplo e ritmo acelerado, Vocais guturais e gritos agressivos, Riffs de guitarra complexos e potentes, Baixo elétrico marcante, Solo de guitarra melódico, porém intenso"
carimbo_Dança do Sol e da Areia.mp3,carimbo,carimbo,"A música apresenta uma base percussiva marcante com tambores e chocalhos, remetendo a ritmos afro-indígenas. A presença de violão acústico, flauta e uma voz feminina que entoa letras sobre dança, celebração e elementos naturais e ancestrais, como a 'voz da mata' e o 'Curimbó', indica claramente o estilo Carimbó. A menção explícita ao 'Curimbó' reforça essa identificação, caracterizando a energia e a celebração típicas deste gênero paraense.","violão acústico, voz feminina, percussão (tambores, chocalhos, possivelmente maracatu), baixo, flauta, coro"
rock_Sombra Eterna (1).mp3,rock,rock,"A música apresenta guitarras elétricas fortemente distorcidas, riffs pesados e rápidos, bateria com bumbo duplo marcante e vocais gritados e agressivos, características que se encaixam perfeitamente no estilo rock, com forte inclinação para o metal.","guitarras elétricas distorcidas, bateria com bumbo duplo rápido, baixo elétrico proeminente, vocais gritados e agressivos, riffs de guitarra intensos"
mpb_Caminho do Sol (1).mp3,mpb,mpb,"A música apresenta uma melodia suave e contemplativa, com instrumentação acústica predominante (violão, baixo, bateria leve e gaita). A voz feminina é melódica e expressiva, e a letra poética explora temas introspectivos e naturais, características marcantes da MPB.","violão acústico, contrabaixo, bateria com ritmo suave, vocal feminino melódico, gaita, harmonia sofisticada"
carimbo_Festa na Beira do Rio (1).mp3,carimbo,carimbo,"A música apresenta uma percussão marcante com maracás e um tambor grave, que remete ao curimbó, além de violão e vocais em um ritmo contagiante e dançante. A letra, que menciona 'maracá', 'curimbó' e celebra uma 'festa ribeirinha' na beira do rio, reforça as características culturais e sonoras do carimbó, um estilo tradicional do Pará.","percussão (maracá, tambor tipo curimbó), violão acústico, vocais, ritmo animado e dançante, melodia folclórica brasileira"
mpb_Caminho do Sol.mp3,mpb,mpb,"A música apresenta um arranjo minimalista centrado no violão acústico e uma voz feminina suave, com uma melodia introspectiva e letras poéticas. A atmosfera calma e o foco na expressividade lírica e melódica são características marcantes da Música Popular Brasileira.","violão acústico, voz feminina melódica, ritmo lento e suave, elementos de cordas (provavelmente cello ou sintetizador) preenchendo o ambiente, atmosfera introspectiva e calma"
rock_Sombra da Cidade.mp3,rock,rock,"A música apresenta guitarras elétricas distorcidas e proeminentes, um ritmo de bateria forte e pulsante, e vocais masculinos potentes e com uma energia ""anthemic"", características típicas do rock, especialmente hard rock.","guitarras elétricas distorcidas, bateria com ritmo forte e marcante, baixo proeminente, vocais masculinos potentes e melódicos, energia intensa e ""anthemic"""
samba_Balanço da Vida (1).mp3,samba,samba,"A música apresenta um ritmo sincopado e vibrante, impulsionado por uma percussão rica e variada, incluindo pandeiro, surdo e tamborim, além do cavaquinho e violão, que são elementos centrais do gênero. A melodia vocal e a temática da letra, que explicitamente menciona 'samba', reforçam a identificação com este estilo musical brasileiro, evocando uma atmosfera festiva e dançante.","cavaquinho, violão, percussão brasileira (pandeiro, surdo, tamborim), ritmo sincopado, voz masculina, batucada"
samba_2Leve Como o Vento.mp3,samba,mpb,"A música apresenta uma instrumentação acústica suave, com violão, baixo, percussão leve e cordas, criando uma atmosfera romântica e sofisticada. O vocal melódico e as harmonias complexas, combinados com um ritmo que evoca bossa nova e samba-canção, são características marcantes da MPB, um gênero conhecido por sua riqueza lírica e musical.","violão acústico, baixo, percussão suave (chocalho, pandeiro), cordas (violino, cello), vocal masculino e feminino, ritmo suave e sincopado com influência de samba e bossa nova, harmonia sofisticada e melodia fluida"
mpb_Cidade Correria.mp3,mpb,mpb,"A música apresenta uma sonoridade acústica proeminente, vocais femininos melódicos e harmonias suaves, características marcantes da MPB. As letras que retratam cenas urbanas e cotidianas, combinadas com um ritmo envolvente e relaxado, reforçam a identificação com o gênero.","violão acústico, baixo, bateria com percussão leve (shaker), vocais femininos (lead e backing vocals), melodia cativante, ritmo suave e cadenciado"
rock_Sombras Eternas (1).mp3,rock,rock,"A música apresenta guitarras elétricas fortemente distorcidas, bateria com bumbo duplo e um ritmo acelerado e agressivo. Os vocais são guturais e a atmosfera geral é de alta energia e intensidade, características marcantes do heavy metal, um subgênero do rock.","guitarras elétricas distorcidas, bateria com bumbo duplo, baixo proeminente, vocais guturais/gritados, ritmo acelerado e agressivo"
samba_Balanço da Vida.mp3,samba,samba,"A música apresenta um ritmo inconfundível de samba, impulsionado por instrumentos tradicionais como cavaquinho, violão e percussão característica (pandeiro, surdo). A melodia é alegre e as letras fazem menção explícita ao samba e à sua cultura.","cavaquinho, violão, pandeiro, surdo, percussão, vocal masculino, baixo, ritmo sincopado"
mpb_Caminho de Sol.mp3,mpb,mpb,"A música apresenta um arranjo predominantemente acústico, com violão marcante, uma melodia envolvente de um instrumento de cordas (violino/viola) e vocais femininos suaves e expressivos. O ritmo é lento e a ""vibe"" é introspectiva e poética, características fortes da MPB, que valoriza a sofisticação harmônica, a profundidade lírica e a instrumentação orgânica.","violão acústico, voz feminina suave e expressiva, instrumento de cordas melódico (violino/viola), ritmo lento e contemplativo, harmonia rica e melancólica"
mpb_Cidade em Cores.mp3,mpb,mpb,"A música apresenta uma instrumentação predominantemente acústica, com um violão marcante e um contrabaixo suave, complementados por uma voz feminina melódica e percussão leve. O ritmo é calmo e a harmonia é sofisticada, características que se alinham com a essência da MPB, que frequentemente incorpora influências de jazz e bossa nova, valorizando a melodia e a interpretação vocal intimista.","violão acústico, contrabaixo, voz feminina suave, percussão leve (escovinhas/hi-hat)"
rock_Sombras da Cidade.mp3,rock,rock,"A música apresenta guitarras elétricas proeminentes com distorção, uma bateria com batida forte e marcante, e um baixo que sustenta a harmonia e o ritmo. A estrutura musical, a energia e os riffs de guitarra são característicos do rock. Embora a letra seja em português, a instrumentação e a ""vibe"" são inequivocamente rock.","guitarra elétrica (com distorção e overdrive), bateria com ritmo forte e direto, baixo elétrico, vocal masculino em português, guitarra acústica (em algumas seções)"
rock_Sombra Eterna.mp3,rock,rock,"A música apresenta guitarras elétricas fortemente distorcidas, bateria com ritmo rápido e uso proeminente de bumbo duplo, e vocais agressivos. Estes elementos são características marcantes de subgêneros do rock, como o heavy metal, que se enquadra na categoria mais ampla de 'rock'.","guitarras elétricas distorcidas, bateria com bumbo duplo, vocais agressivos, ritmo rápido e intenso, baixo pesado"
carimbo_Festa na Beira do Rio.mp3,carimbo,carimbo,"A música apresenta um ritmo percussivo animado e dançante, com shakers proeminentes (como maracás) e um som de tambor característico, que remete ao curimbó. A instrumentação inclui um instrumento de cordas dedilhadas que lembra um banjo/cavaquinho e vocais femininos vibrantes. As letras mencionam explicitamente ""Maracaxão"", ""Curimbó"" e ""Festa Ribeirinha"", elementos culturais diretamente associados ao estilo Carimbó, típico da região amazônica do Brasil.","percussão forte (shakers, tambor de curimbó), instrumento de cordas dedilhadas (similar a banjo/cavaquinho), vocal feminino principal e coro, ritmo alegre e dançante"
mpb_Céu de Mangueira (2).mp3,mpb,samba,"A música apresenta um ritmo de samba tradicional e suave, impulsionado por violão acústico e percussão leve. A melodia vocal e a temática da letra remetem diretamente ao gênero, com referências claras à cultura do samba.","violão acústico, voz feminina, percussão (pandeiro), baixo, ritmo de samba"
carimbo_Dançando na Beira do Rio.mp3,carimbo,forró,"A música apresenta um ritmo animado e contagiante, impulsionado por uma sanfona proeminente, percussão marcante e um baixo sincopado. A melodia e a interpretação vocal feminina são características do forró, um estilo musical brasileiro típico do Nordeste, ideal para dançar e celebrar.","sanfona (acordeão), percussão com ritmo característico, voz feminina, baixo, guitarra base"
mpb_Caminho do Sol (3).mp3,mpb,mpb,"A música apresenta uma instrumentação predominantemente acústica, com destaque para o violão e um acompanhamento melódico de cordas (que soam como cello/viola), baixo e bateria suave. O ritmo é lento e fluido, criando uma atmosfera calma e introspectiva. A voz feminina é expressiva e a melodia é envolvente, características marcantes da MPB que valoriza a sofisticação harmônica e a profundidade lírica.","violão acústico, baixo, bateria suave, voz feminina, instrumento de cordas (similar a cello/viola)"
carimbo_Festa na Areia (1).mp3,carimbo,axé,"A música apresenta um ritmo contagiante e dançante, impulsionado por uma percussão marcante (incluindo surdo e instrumentos de samba), um baixo elétrico pulsante e vocais femininos alegres com coros. A melodia vibrante dos sintetizadores e as letras que evocam festa e celebração são características proeminentes do axé, estilo conhecido por sua energia e conexão com o carnaval baiano.","Percussão marcante (surdo, caixa, pandeiro, agogô), Baixo elétrico pulsante, Voz feminina alegre, Coro/backing vocals, Cavaquinho (ou instrumento de corda similar), Sintetizadores com melodias e pads, Ritmo dançante e contagiante, Letras com temática de festa e celebração"
carimbo_festaareai.mp3,carimbo,carimbo,"A música apresenta uma melodia marcante de flauta/flautim, percussão vibrante com shakers e tambores de mão, e um ritmo dançante e contagiante. A letra, em português, menciona explicitamente 'Carimbó' e descreve um cenário festivo na areia, características inconfundíveis do carimbó, um gênero musical e de dança tradicional da região amazônica do Brasil, especialmente do Pará.","melodia de flauta/flautim, percussão com shakers e tambores de mão, ritmo dançante e contagiante, vocais femininos em português, violão rítmico, letra que menciona 'Carimbó' e 'festa na areia'"
rock_Sombras Eternas.mp3,rock,rock,"A música apresenta guitarras elétricas fortemente distorcidas com riffs agressivos, bateria com ritmo acelerado e uso de bumbo duplo, e vocais guturais/gritados. Esses elementos são características predominantes do heavy metal, um subgênero do rock.","guitarras elétricas distorcidas, riffs agressivos, bateria com bumbo duplo, vocais guturais, ritmo acelerado"
samba_2Saudade do Nosso Sol.mp3,samba,samba,"A música apresenta um ritmo sincopado característico do samba, com instrumentação acústica que inclui violão, baixo, bateria e percussão marcante. A letra, além de ser em português, faz referências diretas ao samba e à 'saudade', elementos culturais e temáticos muito presentes no gênero. A melodia e a interpretação vocal reforçam essa identificação.","violão acústico, baixo, bateria com ritmo de samba, percussão (pandeiro, agogô), voz feminina"
mpb_Cores do Vento.mp3,mpb,mpb,"A canção apresenta um violão acústico dedilhado suave, uma voz feminina clara e expressiva, e arranjos de cordas melancólicos. O ritmo lento e a atmosfera introspectiva são características marcantes da Música Popular Brasileira (MPB), especialmente em suas vertentes mais líricas e poéticas.","violão acústico dedilhado, voz feminina principal, arranjos de cordas (violinos, violoncelos), ritmo lento e contemplativo, melodia suave"
carimbo_Encanto de Iara.mp3,carimbo,carimbo,"A música apresenta uma instrumentação acústica com destaque para o violão melódico, baixo e uma percussão rica e característica (pandeiro, cuíca) que dita um ritmo dançante e sincopado. A melodia e o vocal masculino, aliados à temática de folclore (Iara), remetem diretamente ao estilo carimbó, com suas raízes na região amazônica do Brasil.","violão acústico (base e melodia), baixo, percussão (pandeiro, cuíca, caixa), vocal masculino"
samba_Alegria na Roda (1).mp3,samba,samba,"A música apresenta a instrumentação clássica do samba de roda, com cavaquinho, pandeiro e violão, acompanhada de vocal em coro e um ritmo contagiante que convida à dança. A letra também menciona explicitamente 'samba na roda', reforçando a identificação do estilo.","Cavaquinho, Pandeiro, Violão, Percussão brasileira, Vocal em coro, Baixo"
samba_Alegria na Roda.mp3,samba,samba,"A música apresenta elementos marcantes do samba, como a presença do cavaquinho, pandeiro e o ritmo característico, além de letras que explicitamente mencionam 'samba na roda' e a celebração da cultura do samba.","cavaquinho, pandeiro, violão, percussão (surdo, caixa), ritmo animado e dançante, vocais em estilo de coro, chamada e resposta"
mpb_Caminho do Sol (2).mp3,mpb,sertanejo,"A música apresenta uma instrumentação predominantemente acústica, com destaque para o violão e um instrumento melódico que soa como acordeão ou harmônica, que em conjunto com a percussão suave, criam uma sonoridade melancólica e introspectiva. A voz feminina clara e expressiva, e o ritmo lento e constante, remetem ao estilo narrativo e romântico frequentemente encontrado no sertanejo, especialmente em suas vertentes mais tradicionais ou baladas folk-country brasileiras.","violão acústico (base e melodia), acordeão ou harmônica (melodia principal), percussão leve (possivelmente shaker ou pandeiro suave), voz feminina"
mpb_Cores do Amanhã (1).mp3,mpb,mpb,"A música apresenta uma instrumentação predominantemente acústica com violão, voz masculina suave e harmonias vocais, complementada por arranjos de cordas sutis e percussão muito leve. O ritmo é lento e em formato de balada, com uma atmosfera melancólica e introspectiva. Essas características são pilares do estilo MPB, que valoriza a profundidade lírica e a expressividade melódica.","violão acústico, voz masculina suave, harmonias vocais, arranjo de cordas (pad), percussão sutil (escovas), ritmo de balada, melodia melancólica"
carimbo_No Embalo do Carimbó.mp3,carimbo,carimbo,"A música apresenta um ritmo percussivo forte e envolvente, com destaque para a percussão e o violão acústico. A voz feminina entoa letras que remetem à cultura e paisagens amazônicas, e a canção explicitamente menciona 'carimbó' como o ritmo a ser dançado.","violão acústico, percussão marcante (tambor, chocalho), voz feminina principal, coro/back vocal"
carimbo_Gira do Curimbó.mp3,carimbo,carimbo,"A música apresenta uma percussão marcante e ritmo contagiante, centrado no 'curimbó' (explicitamente mencionado na letra), com influências afro-indígenas. As letras fazem referência ao estado do Pará e à cultura local, caracterizando o estilo Carimbó.","Percussão forte com destaque para o tambor 'curimbó', Ritmo dançante e pulsante, Vocais em português com coral de apoio, Guitarra base e melodia de um instrumento de sopro/teclado, Palmas ritmadas"
rock_Sombras Eternas (2).mp3,rock,rock,"A música apresenta guitarras elétricas distorcidas, bateria com bumbo duplo, ritmo acelerado e vocais potentes e agressivos, características marcantes do rock, especialmente de subgêneros mais pesados.","Guitarras elétricas distorcidas, Bateria com bumbo duplo, Riffs pesados, Vocais potentes e agressivos, Baixo marcante, Solos de guitarra"
