ano,artista,faixa,genero1,id,arquivo,status,fechado_estilo,fechado_confianca,fechado_justificativa,tempo_fechado,aberto_estilo,aberto_subgeneros,aberto_confianca,aberto_justificativa,tempo_aberto
2025,"The Weeknd, Anitta",São Paulo (feat. Anitta),pop,166,"166_The Weeknd, Anitta - São Paulo (feat. Anitta).mp3",ok,funk,90.0,"A faixa é um mashup que utiliza a base rítmica do funk carioca (tamborzão) como elemento estrutural predominante, combinando vocais explícitos em português com elementos de pop internacional.",50.22292470932007,Funk Carioca,"Phonk, Pop, R&B, Funk Mandelão, Mashup",95.0,"A faixa apresenta uma estrutura de mashup que alterna entre o ritmo 'tamborzão' agressivo do Funk Carioca e seções melódicas de Pop/R&B. A sonoridade é marcada por graves altamente distorcidos e uma estética 'dark', características fundamentais do Phonk e do Funk Mandelão, criando um contraste dinâmico entre os vocais em português e inglês.",64.32320404052734
1973,The beatles,Now and then,rock,229,229_The Beatles - Now And Then.mp3,ok,rock,100.0,"A faixa apresenta instrumentação clássica do gênero, com guitarras acústicas e elétricas, bateria e baixo, além de uma estrutura melódica e vocal característica do rock/pop-rock britânico.",62.81639862060547,Pop Rock,"Britpop, Soft Rock, Baroque Pop, Psychedelic Pop",95.0,"A faixa apresenta uma estrutura clássica de canção pop-rock, com ênfase em melodias vocais expressivas e uma progressão harmônica que remete ao final dos anos 60 e início dos 70. A instrumentação combina violão acústico, guitarras elétricas com timbres limpos, piano e arranjos de cordas, características marcantes do Baroque Pop e do Britpop. A produção equilibra uma sonoridade vintage com técnicas modernas de mixagem, resultando em uma balada emocional e hínica.",59.8539764881134
2002,Taylor Swift,Shake it off,pop,233,233_Taylor Swift - Shake It Off.mp3,ok,pop,100.0,"A faixa apresenta uma estrutura de verso-refrão bem definida, produção polida com ganchos melódicos repetitivos e arranjo rítmico dançante, características fundamentais do gênero pop.",57.09437656402588,Pop,"Dance-Pop, Synth-Pop, Bubblegum Pop",98.0,"A faixa apresenta uma estrutura rítmica 4/4 pulsante, com forte ênfase em sintetizadores e produção eletrônica polida. A melodia é altamente cativante (hook-driven), característica do Bubblegum Pop, enquanto a batida energética e os arranjos de metais sintetizados a enquadram no Dance-Pop. A entrega vocal é rítmica e melódica, típica das produções de rádio contemporâneas.",31.73601794242859
2025,"Cleber & Cauan, Jorge",Pedaço Meu - Ao Vivo,sertanejo,7,7_Cleber e Cauan Part. Jorge - Pedaço Meu  _ Surreal (Vídeo Oficial)(MP3_160K).mp3,ok,sertanejo,95.0,"A composição apresenta elementos centrais do sertanejo universitário, como a temática de 'sofrência' focada em desilusão amorosa e consumo de álcool, além de uma instrumentação que combina violão acústico com uma produção pop de grande porte, típica de gravações ao vivo do gênero.",36.99717354774475,Sertanejo,"Sertanejo Universitário, Pop Sertanejo, Arrocha, Sofrência",98.0,"A faixa apresenta elementos fundamentais do Sertanejo contemporâneo, como a instrumentação centrada no violão, letras que exploram a temática da 'sofrência' e da boemia, e uma estrutura rítmica que transita entre a balada e o arrocha. A performance ao vivo, com arranjos de banda completa e forte apelo melódico, é característica do Sertanejo Universitário.",54.67891192436218
2024,Magic,Rude,pop,238,238_MAGIC! - Rude.mp3,ok,pop,95.0,"A faixa apresenta uma estrutura clássica de canção popular, com refrão cativante, produção polida e elementos de reggae-pop voltados para o consumo em massa.",26.325175523757935,Reggae Fusion,"Pop Reggae, Ska-Pop, Contemporary Pop",98.0,"A faixa utiliza a rítmica fundamental do reggae, especificamente o 'skank' de guitarra (acentuação nos tempos fracos) e uma linha de baixo melódica e proeminente. No entanto, a produção é nitidamente voltada ao mercado Pop, com vocais limpos, estrutura de canção radiofônica e ausência de elementos densos de Dub ou raízes do Roots Reggae. A cadência é leve e comercial, característica do subgênero Reggae-Pop.",28.496559381484985
2023,Rihanna,Only girl,pop,236,236_Rihanna - Only Girl (In The World).mp3,ok,pop,98.0,"A faixa apresenta produção eletrônica de alta energia, refrão cativante e estrutura melódica característica do pop comercial contemporâneo.",21.1604585647583,Dance-Pop,"Electropop, Eurodance, Synth-pop, Club-house",100.0,"A faixa é caracterizada por uma batida 'four-on-the-floor' constante, típica da música dance, combinada com uma estrutura de canção pop focada em ganchos vocais melódicos e repetitivos. A instrumentação é predominantemente eletrônica, utilizando sintetizadores com timbres brilhantes e compressão dinâmica acentuada, elementos fundamentais do Dance-Pop e Electropop contemporâneo. A energia rítmica e a produção polida visam tanto as pistas de dança quanto o rádio comercial.",44.374452352523804
2013,Thiaguinho ,Pé na areia,pagode,81,81_Thiaguinho - Pé Na Areia (Álbum Tardezinha 2) [Áudio Oficial](MP3_160K).mp3,ok,pagode,100.0,"Presença marcante de cavaquinho e percussão característica (pandeiro, surdo), ritmo binário sincopado e temática lírica festiva típica do gênero.",37.409862756729126,Pagode,"Pagode Romântico, Samba, Pop-Samba, Samba de Raiz (releitura)",100.0,"A faixa apresenta as características fundamentais do pagode moderno, com ênfase no uso do cavaquinho e percussão característica (pandeiro, surdo, reco-reco). A estrutura harmônica utiliza progressões típicas do samba, mas com uma abordagem melódica pop e refrão de fácil memorização, voltado para o entretenimento de massa. A performance ao vivo, parte do projeto 'Tardezinha', destaca a interação constante com o público e o uso de backing vocals em coro, elementos centrais da estética do gênero. A instrumentação combina o regionalismo do samba com uma produção contemporânea e comercial.",40.343140602111816
2022,Belo,Reinventar,pagode,100,100_Belo - Reinventar.mp3,ok,pop,95.0,"A faixa apresenta características típicas de uma balada pop, com arranjos melódicos de piano, violão e cordas, estrutura verso-refrão bem definida e produção polida voltada para o grande público.",58.10837531089783,MPB (Música Popular Brasileira),"Pop, Soft Rock, Bossa Nova Contemporânea, Jazz-Pop",95.0,"A faixa apresenta uma fusão característica da MPB contemporânea, unindo harmonias sofisticadas (com uso de extensões de acordes) a uma estrutura rítmica pop. A presença do violão de nylon com levada sincopada remete à Bossa Nova, enquanto a produção vocal e a instrumentação (piano e bateria suave) conferem um ar de Soft Rock e Adult Contemporary.",41.311922550201416
2024,Melim,Eu Feat. Você,mpb,107,107_Melim - Eu Feat. Você.mp3,ok,pop,95.0,"A faixa apresenta estrutura melódica acessível, produção polida com elementos acústicos e eletrônicos, e temática lírica leve, características típicas do pop contemporâneo brasileiro.",24.43415665626526,Nova MPB,"Pop Leve, Folk Pop, Indie Pop, Tropical Pop",95.0,"A faixa exemplifica a estética da 'Nova MPB', caracterizada pela fusão de instrumentos orgânicos (como o violão de aço e nylon) com texturas eletrônicas modernas e sintetizadores atmosféricos. A rítmica é baseada em um 'groove' de pop contemporâneo com síncopas sutis que remetem à música brasileira, enquanto a harmonia utiliza extensões jazzísticas típicas do gênero. A entrega vocal é melódica e suave, focada em uma temática solar e otimista, comum em artistas do cenário 'Pop Leve' atual.",33.19537305831909
2025,Os Barões Da Pisadinha,Basta você me ligar,forró,173,"173_Os Barões Da Pisadinha, Xand Avião - Basta Você Me Ligar - Ao Vivo.mp3",ok,forró,98.0,"A faixa apresenta a batida característica da pisadinha, uma vertente moderna do forró, com uso proeminente de teclados eletrônicos simulando o acordeão e ritmos sincopados. A presença de artistas como Barões da Pisadinha e Xand Avião confirma a classificação no gênero macro.",39.50796937942505,Forró,"Piseiro, Pisadinha, Forró Eletrônico",100.0,"A faixa é caracterizada pelo ritmo sincopado da pisadinha, executado com percussão eletrônica e acompanhamento de sanfona. A presença de sintetizadores e o estilo vocal melódico, mas rítmico, são típicos do Forró Eletrônico contemporâneo, especificamente o subgênero Piseiro, que se destaca pela batida marcada e arranjos minimalistas focados no teclado e na voz.",21.928263425827026
1985,Thiago Brava,Já convenci - Ao vivo,sertanejo,16,16_Thiago Brava - Já Convenci (DVD VIBEZINHA)(MP3_160K).mp3,ok,sertanejo,95.0,"A faixa apresenta elementos característicos do sertanejo universitário, como o uso proeminente da sanfona, violão acústico e uma temática lírica romântica e sentimental.",42.45224189758301,Sertanejo,"Sertanejo Universitário, Pop, Acústico, Arrocha",95.0,"A faixa é uma interpretação acústica de Sertanejo Universitário, caracterizada pelo uso predominante de violão e percussão suave (cajon), fugindo da instrumentação pesada de bandas de palco. A presença de um solo de saxofone adiciona uma camada de Pop/Jazz contemporâneo, enquanto a levada rítmica mantém a base do Arrocha. A estrutura lírica e a entrega vocal são típicas do gênero sertanejo moderno, focadas em temas românticos e cotidianos.",52.480589389801025
2020,Grupo Menos É Mais,Coração Partido (Corazón Partío) - Ao Vivo,pagode,83,83_Grupo Menos é Mais - Coração Partido (Clipe Oficial)(MP3_160K).mp3,ok,pagode,100.0,"A instrumentação é centrada no cavaquinho e percussão característica (pandeiro, surdo), com temática lírica romântica e estrutura rítmica típica do pagode contemporâneo.",38.7256121635437,Pagode,"Samba, Pagode Romântico, Samba-Pop",100.0,"A faixa é caracterizada pela rítmica sincopada do samba, com instrumentação baseada em violão de nylon e percussão tradicional (pandeiro e marcação). A estrutura melódica e a temática lírica centrada em desilusões amorosas e sentimentos ('coração partido') são elementos definidores do Pagode Romântico. A produção apresenta uma sonoridade limpa e comercial, típica do Samba-Pop contemporâneo.",40.969600677490234
2020,Os 3 do Nordeste,É proibido cochilar,forró,80,80_Trio Forrozão - É Proibido Cochilar (Forró Arrastapé)(MP3_160K).mp3,ok,forró,98.0,"A composição apresenta instrumentação típica (sanfona, triângulo e zabumba) com ritmo e temática lírica característicos do gênero.",74.2417345046997,Forró,"Xote, Baião, Forró Universitário, Pé-de-Serra",100.0,"A composição utiliza a instrumentação canônica do gênero: acordeão (sanfona), triângulo e zabumba. O ritmo é marcado por síncopas constantes e um compasso binário característico das danças nordestinas. A letra aborda temas tradicionais como o baile, o sanfoneiro e a cultura regional, enquanto a estrutura musical alterna entre versos cantados e solos instrumentais de acordeão com técnica de fole e ornamentação típica do estilo universitário e pé-de-serra.",30.573848485946655
2023,Rihanna,This is what you came for,pop,235,"235_Calvin Harris, Rihanna - This Is What You Came For.mp3",ok,pop,100.0,"A faixa apresenta uma produção eletrônica polida, batida dançante e melodias vocais cativantes, características centrais do gênero pop contemporâneo.",41.38554930686951,Electropop,"EDM, Dance-Pop, House, Tropical House",100.0,"A faixa apresenta uma estrutura rítmica 'four-on-the-floor' característica da House music, com um andamento aproximado de 124 BPM. A produção utiliza sintetizadores digitais, vocal chops processados e uma progressão harmônica acessível, fundindo a estética Pop com a energia das pistas de dança. Elementos de Tropical House são percebidos nos timbres de sintetizadores 'plucked', enquanto a estrutura de build-ups e drops define sua natureza EDM.",50.50640559196472
1992,Luiz Gonzaga,Pagode Russo,forró,179,179_Luiz Gonzaga - Pagode Russo.mp3,ok,forró,100.0,"A instrumentação é centrada na sanfona, triângulo e zabumba, com um ritmo sincopado característico do xote/baião. Embora a letra mencione 'pagode', a estrutura rítmica e melódica é tipicamente do forró nordestino.",23.507898569107056,Forró,"Baião, Galope, Forró Pé-de-Serra, Frevo-Sanfonado",100.0,"A faixa apresenta a instrumentação clássica do trio nordestino (sanfona, zabumba e triângulo) executando uma releitura de 'Pagode Russo'. O andamento é acelerado, caracterizando o 'Galope', com uma rítmica binária (2/4) e síncopas marcantes. A sanfona utiliza passagens escalares rápidas e ornamentações que remetem tanto ao virtuosismo do Frevo quanto à estética do Baião tradicional, mantendo a pulsação energética típica das festas de São João.",15.198156118392944
2025,Kesha,Tik tok,pop,237,237_Kesha - TiK ToK.mp3,ok,pop,100.0,"A faixa apresenta uma batida eletrônica dançante, uso intensivo de sintetizadores e um refrão melódico e repetitivo, características centrais do pop comercial contemporâneo.",36.755746603012085,Electropop,"Dance-pop, Synth-pop, Bubblegum Pop",100.0,"A faixa é caracterizada por uma produção eletrônica densa, utilizando sintetizadores digitais brilhantes e uma batida 'four-on-the-floor' típica da dance music comercial. A estrutura da canção foca em ganchos melódicos repetitivos e cativantes, com vocais processados por Auto-Tune que alternam entre o canto rítmico e melodias pop. A instrumentação e o arranjo são exemplares da estética electropop que dominou as paradas musicais no final da década de 2000.",40.948103189468384
2003,Turma do Pagode,Só um Pagode - Ao Vivo,pagode,85,85_Turma do Pagode - Só um Pagode (Ao Vivo)(MP3_160K).mp3,ok,pagode,100.0,"Presença de instrumentos característicos como cavaquinho e percussão (pandeiro, surdo), ritmo sincopado em 2/4 e estrutura vocal melódica com coro, além de menção explícita ao gênero na letra.",34.682931900024414,Pagode,"Pagode Romântico, Samba-Pagode, Pagode de Mesa",100.0,"A faixa é caracterizada pela instrumentação típica do samba urbano brasileiro, utilizando cavaquinho, pandeiro, surdo e violão de 7 cordas. O ritmo é estruturado em um compasso binário (2/4) com síncopas acentuadas. A harmonia e a melodia seguem o padrão do pagode romântico contemporâneo, com letras focadas em relacionamentos e um coro participativo que reforça a estética de 'roda de samba' ou 'pagode de mesa', embora com produção de estúdio/show ao vivo.",42.352070331573486
2018,Lady Gaga,Born this way,pop,232,232_Lady Gaga - Born This Way.mp3,ok,pop,100.0,"A faixa apresenta elementos característicos do dance-pop, como batida 4/4 enérgica, uso proeminente de sintetizadores, estrutura de verso-refrão bem definida e produção voltada para o mercado mainstream.",57.950693130493164,Pop,"Dance-pop, Synth-pop, Electropop, Eurodance",100.0,"A faixa apresenta uma estrutura rítmica 'four-on-the-floor' característica do dance-pop, com uso intensivo de sintetizadores e texturas eletrônicas. A produção remete ao som das pistas de dança dos anos 90, combinando ganchos melódicos acessíveis com uma mensagem de empoderamento. A dinâmica vocal é potente e processada, típica do electropop contemporâneo.",61.49296426773071
2017,Ludmilla,Saudade da Gente,pagode,82,82_LUDMILLA - Saudade da Gente (feat. Caio Luccas) - Numanice _3(MP3_160K).mp3,ok,pop,95.0,"A faixa apresenta produção moderna com batidas eletrônicas, estrutura melódica acessível e refrão marcante, características centrais do pop contemporâneo brasileiro.",45.57004141807556,Pop Brasileiro,"Surf Music, Pop Rock, Nova MPB, Folk Pop",100.0,"A faixa apresenta características marcantes do movimento contemporâneo do pop brasileiro, frequentemente associado à 'Surf Music' nacional. A base rítmica é construída sobre uma levada de violão de nylon sincopada, típica de gêneros solares e acústicos. A produção é limpa, com foco na melodia vocal acessível e letras sentimentais. A instrumentação combina elementos orgânicos (violão, bateria) com timbres modernos de guitarra e baixo, resultando em uma sonoridade radiofônica que transita entre o Pop Rock e a Nova MPB.",52.579652070999146
2010,Wesley Safadão,Quatro semanas,forró,170,"170_Wesley Safadão, Zé Vaqueiro - Quatro Semanas de Amor  Não Me Julgue  Do Meu Jeito - Ao Vivo.mp3",ok,forró,95.0,"A faixa apresenta elementos característicos do forró moderno e piseiro, como o uso proeminente da sanfona, batida eletrônica acelerada e temática de vaquejada.",50.36741328239441,Forró Eletrônico,"Piseiro, Vaquejada, Forró Romântico, Sertanejo Universitário",100.0,"A faixa apresenta a instrumentação característica do forró moderno, com destaque para a sanfona executando frases melódicas rápidas e rítmicas sobre uma base percussiva híbrida (eletrônica e acústica). A presença de metais (trompetes e saxofones) e as interclamações do cantor, como referências a gado e festas de interior, situam a obra no contexto da Vaquejada. A estrutura harmônica e a interpretação vocal também demonstram forte influência do Sertanejo Universitário e do Piseiro contemporâneo.",51.16806101799011
2020,Fiorella,Só Vivendo,forró,172,"172_Fiorella, Kaique e Felipe - Só Vivendo.mp3",ok,sertanejo,95.0,"A composição utiliza a estrutura de balada romântica com instrumentação orgânica (violão e piano) e interpretação vocal com inflexões e vibratos típicos do sertanejo moderno, focando em temas sentimentais.",52.08794832229614,Pagode Pop,"Samba-Pop, Nova MPB, Pop Romântico, Pagode Acústico",95.0,"A faixa apresenta uma fusão característica entre a rítmica sincopada do pagode e a estética de produção do pop contemporâneo. A instrumentação baseada no violão de nylon, percussão leve e o foco no dueto vocal melódico são marcas do Samba-Pop. A harmonia utiliza progressões típicas da MPB, mas com uma estrutura de canção acessível e refrão marcante, definindo o gênero como uma vertente comercial e romântica do samba moderno.",38.296626567840576
2015,Bruno Mars,The lazy song,pop,241,241_Bruno Mars - The Lazy Song.mp3,ok,pop,100.0,"A faixa apresenta estrutura verso-refrão bem definida, melodia vocal acessível, progressão harmônica simples e produção polida voltada ao mercado comercial.",35.410351276397705,Pop,"Reggae-pop, Acoustic Pop, Folk-pop",100.0,"A faixa apresenta uma fusão característica de elementos do reggae, como o dedilhado de guitarra enfatizando os tempos fracos (off-beats), com a acessibilidade melódica do pop contemporâneo. A instrumentação é predominantemente acústica, utilizando violão, percussão leve e um gancho vocal assobiado que reforça a atmosfera descontraída e 'laid-back'. A estrutura harmônica é simples e repetitiva, típica de canções folk-pop, focada em criar uma sonoridade solar e radiofônica.",18.756993293762207
2019,Jonas Esticado,Isca,forró,174,"174_Jonas Esticado, Wesley Safadão - Isca.mp3",ok,sertanejo,98.0,"A faixa apresenta elementos centrais do sertanejo universitário, como o uso proeminente da sanfona (acordeão), o ritmo de vanerão e uma temática lírica focada em relacionamentos amorosos e cotidiano.",45.016740798950195,Sertanejo Universitário,"Forró Eletrônico, Arrocha, Pop Sertanejo",98.0,"A faixa é caracterizada pelo uso proeminente da sanfona (acordeão) em um arranjo de andamento acelerado, típico das fusões modernas entre o sertanejo e o forró. A rítmica apresenta o 'puxadinho' percussivo que remete ao forró eletrônico, enquanto a interpretação vocal e a temática lírica seguem os padrões do Sertanejo Universitário. A estrutura harmônica é simplificada e voltada para o entretenimento dançante, com elementos de arrocha na cadência rítmica.",35.05140542984009
2024,Melim,Dois Corações,mpb,104,104_Melim - Dois Corações.mp3,ok,mpb,95.0,"A faixa apresenta violão acústico como base, vocais melódicos com foco em letras poéticas e uma produção limpa característica do movimento Nova MPB.",44.976646184921265,Nova MPB,"Indie Pop, Folk-Pop, Soft Rock, Bossa Nova Contemporânea",95.0,"A faixa exemplifica a estética da 'Nova MPB', caracterizada por uma fusão de elementos tradicionais brasileiros com a produção do pop contemporâneo. Destacam-se o uso de violão de nylon com levadas sincopadas, harmonias vocais suaves e uma instrumentação que equilibra o orgânico (piano, percussão leve) com texturas eletrônicas sutis. A estrutura melódica é acessível e solar, típica de artistas da cena indie-folk brasileira atual.",56.64747190475464
2024,"Nilo, Mc Paiva ZS, DJ Di Marques, FamousKyo",Fui Mlk,funk,43,43_Fui Mlk - Nilo e MC Paiva (Clipe Oficial) Prod. DJ Di Marques e Kyo(MP3_160K).mp3,ok,pop,90.0,"A faixa apresenta uma estrutura melódica acessível, produção polida e uma fusão de elementos do trap e funk com uma estética mainstream, característica do pop contemporâneo brasileiro.",322.7285442352295,Trap Funk,"Trap Brasileiro, Funk de Revoada, Pop Urbano",95.0,"A faixa apresenta uma fusão rítmica característica, combinando a percussão sincopada do Funk Carioca com a paleta sonora do Trap (808s profundos e hi-hats rápidos). A entrega vocal é melódica, com uso de auto-tune, e a lírica aborda temas contemporâneos da cena urbana brasileira, como a 'revoada' e dinâmicas de relacionamento modernas. A estrutura harmônica é baseada em loops de guitarra e sintetizadores atmosféricos, típicos do Trap melódico.",55.19793915748596
2017,"Silva, Anitta",Fica Tudo Bem,mpb,109,"109_Silva, Anitta - Fica Tudo Bem.mp3",ok,mpb,95.0,"A faixa apresenta arranjos de violão e guitarra limpa, vocais melódicos e suaves, e letras com temática introspectiva e romântica, características centrais da Música Popular Brasileira contemporânea.",38.73949456214905,Nova MPB,"Bossa Nova, Pop Leve, Indie Pop, Folk Brasileiro",95.0,"A faixa apresenta uma fusão de elementos tradicionais da música brasileira, como a síncope do violão de nylon e harmonias com tensões jazzísticas (7as e 9as), com uma produção pop contemporânea. O uso de harmonias vocais e vocalizes remete à estética da Bossa Nova, enquanto a estrutura melódica e a temática lírica se alinham ao movimento da 'Nova MPB'. A instrumentação acústica e minimalista reforça o caráter de 'Pop Leve'.",36.59014177322388
2017,Alceu Valença,Voltei Recife,mpb,108,108_Alceu Valença - Voltei Recife.mp3,ok,mpb,95.0,"A canção é um frevo clássico, caracterizado por arranjos de metais, andamento acelerado e síncope. Na ausência da categoria específica, enquadra-se no gênero macro MPB por sua natureza regional e popular brasileira.",38.62431454658508,Frevo,"Frevo-Canção, Frevo de Bloco, Música de Carnaval",100.0,"A faixa é um exemplo clássico de Frevo, caracterizado pelo seu compasso binário (2/4) de andamento acelerado e síncope acentuada. A instrumentação é centrada em um naipe de metais vibrante, típico das fanfarras carnavalescas de Pernambuco. A presença de letra e melodia cantada, aliada a referências explícitas a Recife e seus blocos tradicionais, define a obra especificamente como Frevo-Canção, mantendo a energia rítmica das orquestras de rua com uma estrutura de canção popular.",44.11282229423523
2023,Gloria Groove,Nosso Primeiro Beijo - Ao Vivo,pagode,84,84_Gloria Groove - Nosso Primeiro Beijo (Ao Vivo)(MP3_160K).mp3,ok,pop,95.0,"A faixa apresenta uma estrutura de canção convencional com produção polida, foco em ganchos melódicos acessíveis e arranjo contemporâneo voltado para o mercado mainstream.",48.3256402015686,Nova MPB,"Bossa Nova, Pop, Jazz-Pop, Samba-Pop",95.0,"A faixa apresenta uma harmonia sofisticada com acordes de sétima e nona, característica da Bossa Nova, aliada a uma rítmica sincopada. A produção moderna, o arranjo de metais e cordas, e a estrutura melódica pop a inserem no movimento da Nova MPB, que revitaliza gêneros tradicionais brasileiros com uma estética contemporânea.",41.02519130706787
2013,Zé Vaqueiro,Leticia,forró,175,175_Zé Vaqueiro - Letícia.mp3,ok,forró,98.0,"A faixa apresenta elementos característicos do piseiro, uma vertente moderna do forró, destacando-se pelo uso proeminente da sanfona, batida eletrônica rítmica e temática regional.",37.64538550376892,Piseiro,"Forró Eletrônico, Arrocha, Sofrência, Vaquejada Moderna",100.0,"A faixa é um exemplo clássico de Piseiro, caracterizado por uma base rítmica eletrônica e sincopada (a 'pisada'), executada predominantemente por teclados e sintetizadores que emulam a sanfona. A estrutura harmônica é simples, focada no apelo dançante e comercial. A letra utiliza a temática da 'sofrência' e referências culturais do Nordeste brasileiro contemporâneo, elementos típicos da vertente moderna do forró eletrônico.",46.816033601760864
2023,Luísa Sonza,Chico,mpb,110,110_Luísa Sonza - Chico.mp3,ok,mpb,95.0,"A faixa apresenta instrumentação acústica refinada, harmonia inspirada na Bossa Nova e lírica poética com referências culturais brasileiras, características centrais da MPB contemporânea.",39.29755449295044,Bossa Nova,"MPB, Jazz-Pop, Nova Bossa Nova, Samba-Canção",95.0,"A faixa apresenta a clássica batida de violão sincopada da Bossa Nova, harmonias sofisticadas com acordes dissonantes e uma interpretação vocal suave e melódica. A instrumentação, que inclui flauta e piano, reforça a estética do gênero, enquanto a produção moderna e a letra reflexiva a inserem no contexto da MPB contemporânea.",30.187761545181274
2024,"Ivete Sangalo, Wesley Safadão",À Vontade,mpb,105,"105_Ivete Sangalo, Wesley Safadão - À Vontade.mp3",ok,pop,90.0,"A canção apresenta uma estrutura comercial típica do pop, com melodia cativante, produção polida, uso de metais e violão, além de um refrão marcante e temática romântica leve.",64.5165810585022,Pop Funk Brasileiro,"Funk-Pop, Disco, Soul-Pop, MPB Contemporânea",95.0,"A faixa apresenta uma fusão característica do pop brasileiro contemporâneo com elementos do funk e disco. Destacam-se o baixo extremamente rítmico e sincopado, o uso de metais (trompetes e saxofones) que remetem às big bands de soul, e uma batida dançante em 4/4. A harmonia utiliza acordes com sétimas e nonas, típicos do jazz-funk, enquanto a produção vocal e a estrutura da música seguem os padrões do pop comercial atual.",41.63434171676636
2020,Péricles,Nosso Amor Quer Paz - Ao Vivo,pagode,87,87_Péricles e Marvvila _ Nosso Amor Quer Paz - Pagode Do Pericão II (Video Oficial)(MP3_160K).mp3,ok,pagode,100.0,"A faixa apresenta instrumentação característica do pagode, como o cavaquinho e percussão marcante, além de uma estrutura melódica e vocal típica do gênero, interpretada pela artista Marvvila.",36.04015564918518,Pagode,"Pagode Romântico, Samba-Pop, Neo-Pagode",100.0,"A faixa é estruturada sobre a rítmica sincopada do samba em 2/4, com a instrumentação clássica do gênero: violão de nylon, baixo, percussão (pandeiro e surdo) e um naipe de metais que confere uma sonoridade 'pop'. A harmonia utiliza progressões com acordes de sétima e nona, características do pagode romântico, enquanto a interpretação vocal da artista Marvvila incorpora fraseados melódicos modernos, típicos do Neo-Pagode contemporâneo.",41.3413507938385
2021,Ferrugem,Pirata e tesouro - Ao vivo,pagode,89,89_DVD PRAZER_ EU SOU FERRUGEM_ _PIRATA E TESOURO_ (CLIPE OFICIAL)(MP3_160K).mp3,ok,pagode,100.0,"A faixa apresenta instrumentação típica do gênero, como cavaquinho e pandeiro, aliada a um ritmo sincopado e harmonias vocais características do pagode romântico.",24.707255601882935,Pagode,"Pagode Romântico, Samba de Raiz, Partido-Alto",100.0,"A faixa exibe a instrumentação e rítmica canônicas do pagode contemporâneo brasileiro, caracterizada pelo uso proeminente do cavaquinho, violão de nylon e uma base percussiva rica (pandeiro, tantã, surdo). A estrutura harmônica segue progressões típicas do samba em 2/4, com síncopas acentuadas e o uso de coros responsivos ('call and response') que reforçam a atmosfera de celebração coletiva. A interpretação vocal e a produção polida alinham-se ao subgênero romântico e comercial do estilo.",46.29098081588745
2001,Turma do Pagode,Cobertor de Orelha - Ao Vivo,pagode,86,86_Turma do Pagode - Cobertor de Orelha (Videoclipe)(MP3_160K).mp3,ok,pagode,95.0,"A faixa apresenta instrumentação característica do gênero, como o cavaquinho e percussão marcante (pandeiro e tantã), além de uma estrutura rítmica sincopada em 2/4 e vocais melódicos típicos do pagode moderno.",44.14464569091797,Pagode,"Pagode Romântico, Pagode Universitário, Samba-Pop",95.0,"A faixa apresenta a instrumentação clássica do pagode brasileiro, com destaque para o cavaquinho, pandeiro e violão. O ritmo é sincopado em compasso binário, característico do gênero. A temática lírica romântica e cotidiana, aliada a uma produção sonora limpa e melódica, enquadra a música nas vertentes do pagode romântico e universitário, com influências de estruturas pop contemporâneas.",49.711589097976685
2008,Thiaguinho,Energia Surreal - Ao Vivo,pagode,88,88_Thiaguinho - Energia Surreal (Só Vem) [Vídeo Oficial](MP3_160K).mp3,ok,pagode,95.0,"A instrumentação apresenta elementos característicos como o cavaquinho e percussão sincopada (pandeiro/surdo), aliados a uma estrutura melódica e temática romântica típica do pagode contemporâneo.",38.882436752319336,MPB (Música Popular Brasileira),"Samba-Rock, Pop Brasileiro, Sambalanço, Bossa Pop",95.0,"A composição é construída sobre uma base rítmica sincopada característica do Samba-Rock, utilizando o violão de nylon como elemento percussivo e harmônico central. A presença de uma seção de metais com arranjos dinâmicos remete ao Sambalanço das décadas de 60 e 70, enquanto a estrutura melódica e a produção vocal limpa a inserem no contexto do Pop Brasileiro contemporâneo. A harmonia utiliza extensões típicas da Bossa Nova, mas com uma progressão mais direta e solar, voltada para o grande público.",42.794334411621094
1986,Legião Urbana,Tempo Perdido,mpb,103,103_Legião Urbana - Tempo Perdido.mp3,ok,rock,100.0,"A faixa apresenta instrumentação clássica do rock, com guitarras elétricas, baixo e bateria, além de uma estrutura melódica e vocal característica do movimento Rock Brasil dos anos 80.",61.07131004333496,Rock Nacional,"Pop Rock, Post-Punk, Indie Rock, BRock",100.0,"A faixa é uma interpretação do clássico 'Tempo Perdido' da banda Legião Urbana. Apresenta instrumentação característica do rock (guitarras elétricas, baixo e bateria) com foco em melodias vocais expressivas e letras introspectivas. A sonoridade remete ao movimento BRock dos anos 80, incorporando elementos do post-punk, como linhas de baixo marcantes e guitarras atmosféricas, fundidos a uma estrutura Pop Rock acessível. A produção sugere uma estética contemporânea próxima ao Indie Rock.",69.02993655204773
